path,p_1_angles,p_2_angles,p_3_angles,p_4_angles,p_5_angles,p_6_angles,p_7_angles,p_8_angles,p_1,p_1_nfev
graphs/main/nodes_9/depth_3/211.gml,[-0.22339461 -1.21774743],[ 0.88581662 -0.64817247  1.19775184 -1.08233373],[-1.38904278  1.12321472 -1.12829293  0.56723449 -0.65795616 -0.3095561 ],[ 1.46313219  1.22193687 -0.76067423 -0.61985534  0.28007845 -0.6374072   1.52284739 -0.91957826],[ 0.12933572  1.39596957  0.61007089  0.61242132  1.08594035  0.88023915 -1.32143138  1.20352463  1.25883045 -0.61974024],[ 0.87649974  0.65596643 -0.25743207 -0.16447613  1.08977747  1.16521315  0.44564601 -0.153061    0.38814483  0.27075239 -1.05367825  0.46451304],[-0.58165525  0.43251883 -0.74091006  0.18798586  0.47351397  0.5577257   0.27845091 -0.65597777  0.21634133  1.07985706 -1.31341886 -0.58269236 -0.35602004 -1.49456302],[ 0.67095325 -0.37925408 -1.37116908  0.51535023  0.83600072 -0.02264235 -0.88835902  0.94294625 -1.24659702  1.09663965 -0.88095205  1.10107877 -0.6656384   1.35275362  0.13182291  1.29775423],0.8616128201033781,25
graphs/main/nodes_9/depth_3/212.gml,[-0.17566779  0.25860566],[-0.49170025 -0.31550455  0.42598417 -0.40097008],[ 0.77718023 -0.17311449  0.15484757  1.46865161  0.03827849 -0.11236274],[-0.34338575 -1.2447037   0.21808426 -1.18394438  0.27058832 -1.42215922 -1.23473066  1.46891373],[-0.89386437  0.86226247 -0.25128807  1.35763596 -1.20913893 -1.13583826 -1.28223004  0.77637665 -0.92451439  1.35478857],[ 0.59005556  0.71467945  1.55371457  1.30489764 -0.84871553  0.59571537 -0.67169965 -0.21106838  0.98317429  0.54518332 -0.36966385  1.31413537],[-1.27707806  1.47836085  0.08186004 -1.33077216  0.69508209  1.21217138 -0.31658169 -1.28676552 -0.19600835  1.11592126  1.06430566  0.21532715 -1.30278453 -0.25646414],[ 0.18714836  1.33291726  1.11485226  0.66921354  1.52363874 -0.11664021 -0.96864335  0.65459083  1.28867914 -0.04696033 -1.47484709  1.35428714 -0.53983624 -1.19744367 -0.10319999  1.14528483],0.8477668741566899,27
graphs/main/nodes_9/depth_3/213.gml,[1.44785597 1.49958063],[ 1.52827779 -1.32152709 -0.98317013  0.68425993],[ 1.25253328  1.10428177  0.74983705  0.89180318 -1.1069365   0.05971097],[ 1.21550703  0.16042154 -1.15947718  0.9414995   0.55449769 -0.81660328 -1.49046562  0.46506795],[-0.83833332  0.00660825  0.52274849  1.189944    0.6637908  -0.17036897 -0.46934573 -0.1727512  -1.44116833 -1.41102625],[ 0.76325508 -0.30110935  0.39061708  0.40237098 -1.44191351  0.51280396 -0.25203503 -0.13293671 -1.1092274   0.82976039 -0.18184378 -0.18232502],[-1.24764752 -1.0210634   1.53490424  0.78898643 -0.53371881 -0.98686349 -1.42025022  1.36460091 -1.00032649  1.46676483 -0.71698661 -1.02327073  0.91467536  0.92620702],[-0.72268058  1.16601532  0.53589212 -1.43841503 -0.35683402 -0.47477542  0.6728188  -0.47373581 -0.27667362  0.7879875   0.55068976  0.00679171  1.46875941 -1.18144398  0.86827468 -1.1235362 ],0.7813565636185686,15
graphs/main/nodes_9/depth_3/214.gml,[-0.13792656  0.29784773],[ 1.10320668 -0.17648326 -0.96513844 -1.41439506],[-1.20745859 -1.21711066  0.18684813 -1.31607505 -1.19272968  0.07816948],[-0.32581966  0.37751158 -1.01186333  0.58533433 -1.56227951  1.25418027  0.45502892  0.4457081 ],[ 1.22011289  1.55203443  0.47103642  0.73894204 -1.12022509  1.24997639  0.93794684 -0.01239173  1.46639217 -0.65984994],[ 1.42607826  0.51348    -0.17478827 -0.60479118 -0.37336278 -1.17701667 -1.01395755 -0.3067682  -0.30293271  0.31500984 -0.96146008 -0.91059189],[ 0.2090389   0.90195969  0.25560059  1.45549955 -0.32634491 -1.00971089  1.22818807 -1.27764504 -0.77667876  0.73333728  1.12096494 -0.45054361 -0.68009789  1.49004863],[ 0.37423694  0.18372463  0.0611156  -0.82752138 -1.36953195  1.21282688  0.06650128 -0.82344704  0.96106981 -0.87925722  0.86371254 -1.35944796  0.85606762  0.24100663 -0.88712766  0.95670594],0.7862580873457329,21
graphs/main/nodes_9/depth_3/215.gml,[0.22385325 1.24066855],[-1.52160401 -0.18011827 -1.37971572  0.50774879],[-1.02034531 -0.91141106  1.53854467 -0.91204478  1.42486114  1.44932009],[ 0.45970219  0.03455781  0.99483812  0.11140445  0.35658072 -0.23692147  0.57701111  0.6701839 ],[ 0.63270955  0.74603885  1.11994373  0.71990846 -1.03380184  0.32247537 -0.75736807 -0.0849103  -1.12239402 -1.49741767],[-1.49600516  0.02740511 -0.36920257 -0.02375942 -0.0260055   0.95532574  0.74326964  0.24577498  1.52217713 -0.3276849   0.92196291 -1.51403802],[-0.07286023  0.76361512 -1.19545799 -0.00675643 -0.31525368  1.29736461  1.18054623  0.97741364 -0.90022234 -1.12737696  0.03242366 -0.06268756  1.24646933  1.31823876],[ 1.49287598 -0.14692975  0.90771473  1.29141175  0.95604134  0.00799235  0.28693669  0.02472267  0.98136946  1.35572181 -1.14096105  1.15406515  0.1226184   1.13337072  0.74306798  0.99169293],0.7870200727641734,19
graphs/main/nodes_9/depth_3/216.gml,[ 0.17268512 -0.21513514],[ 0.40995413  1.40224268 -1.00927976 -0.71297975],[ 0.60263473  0.05781469 -1.05283983  0.27830775  1.10496678  1.0186095 ],[-0.93883304 -0.62110984  0.13765793 -0.7335893  -1.32399778  1.29537655  1.44617793  1.13567244],[ 1.33863714 -0.54389607  1.47082636 -1.00881215  0.72173049 -0.06247682  1.52500709  1.39524569  0.78764433 -0.27115123],[-0.92757145  1.11956207  0.51522992  0.17492621  1.1765951   0.68659555 -0.53027795  1.17287549  1.38529621 -1.30605929  0.18730831  1.4509503 ],[-0.99953105  1.4190799   0.44284612  0.86942606  1.34131723 -0.43230182 -1.27526638  0.50939954 -0.66643865 -0.93773536 -0.97703718  0.56910144  0.65857212 -0.76956896],[-1.02113336 -0.96112362  0.73242694 -1.05757068 -0.87922346  1.1817493  -1.51158182  0.74357966 -1.4508459   0.18570637  1.17460334  0.59549858 -1.55193882 -0.92075632 -0.09542482 -0.48974548],0.8032815520319656,31
graphs/main/nodes_9/depth_3/217.gml,[ 1.18753008 -1.44129961],[-0.98169478  0.57430161 -1.12586832 -1.14356348],[-0.14287602  0.46456655  0.47192091 -1.16764904 -1.44331271 -0.44297761],[-1.39700524 -0.44926667 -1.22911974  0.77809513 -0.45482252 -1.50978166  0.20407419 -0.12006218],[ 0.95410183 -0.20919724  1.41017787 -1.13595651 -0.40524671  1.0480003   0.1761257  -0.47842595 -1.55730732 -1.25086234],[ 0.52108913  0.44048601  1.49550029 -1.06284495  0.20445787  0.3578118  -1.33337184 -0.56020678  1.11372242  0.3759302  -0.79757029  1.4735362 ],[ 0.02470458 -1.0284888   1.26717089 -0.49815972 -1.4614568  -1.5254031   0.39615624 -1.2868775   0.93509064  0.09064934 -1.46594813 -0.39495371 -0.8687015  -0.93771612],[ 0.87104046  0.36477384  0.59687384 -0.34829743 -0.73172358  1.13238042  0.36147709  0.37976147  1.01498776 -1.37508878  0.01835001  1.39580866 -0.49636505 -1.10568032 -1.08000901  1.02031414],0.7504516794605307,29
graphs/main/nodes_9/depth_3/218.gml,[-0.16753936  0.31023274],[ 0.21609256  0.88509059 -1.02404431 -0.4122448 ],[-0.07885745 -0.96436907 -0.03370423 -0.87126874  0.30919153 -0.64475226],[ 0.5299642   0.23501805 -0.68932678 -1.53715229 -0.93344312  1.46287333  1.48074308  1.41306234],[-0.09734805 -1.29206551 -1.30825661 -1.41740789  1.10902153 -1.3680811  -0.45278188  0.41560243  0.99197087 -0.75670005],[-1.42991487  0.70281496 -1.24163368  0.54486394 -0.21901331 -0.89467937 -0.97456149  0.89253288  0.05986112 -0.99756463 -0.98320173  0.49900566],[ 1.32159011  0.57460719 -1.34765016  1.11473643 -0.20254536 -0.90542172  1.18164155  1.50428445 -0.0617489  -1.19399638  1.39553936  0.72586225 -1.27066115 -0.13302502],[ 0.92419908 -1.48228389 -0.21609868  1.42833787  0.85399545  0.70796843  0.71014425  0.61914157  1.03084698  0.33667591  0.71437737  0.63628263  0.03293714  0.40662753  0.68234791 -0.00855654],0.8214568577390816,32
graphs/main/nodes_9/depth_3/219.gml,[-0.24478717  0.25881413],[-0.26209588  0.71892072 -1.26894658  1.1738234 ],[-0.54112819  0.10603724  1.31396639  0.94232602 -0.38335077  0.78883049],[ 1.35404861 -0.35990208 -1.46760895  1.25910365 -1.08193192 -0.84305115 -1.06420157 -0.89309279],[ 0.52454425 -1.51003415 -1.10093239 -0.96362392 -1.06394334 -0.98477571  1.15391503 -1.02853262  0.61842663 -0.26141623],[-1.17581527 -1.34590992 -0.75807757 -1.03272652 -1.00251633 -0.39803374 -0.14865092 -0.40370948  0.24863093  1.18019646 -1.20574775  1.20255407],[-0.39371624  1.24559008 -0.50870999 -1.3459681  -0.72843789  1.31421773 -0.18610325 -0.6823354   1.24151452  0.72650701  0.07446932 -0.05788293  1.49996324 -0.94455264],[-0.33465162  0.89613307 -0.37804027 -0.24612262  0.85591829  1.40543304 -1.15861582 -1.09888332 -0.94081873  0.43065059 -0.93590646 -1.02796484  0.3779522   1.49777054  1.41582492  0.98222006],0.8286818752931027,30
graphs/main/nodes_9/depth_3/220.gml,[0.17970291 1.24463601],[ 0.75793926 -1.02894163  1.22178333 -0.48717521],[-1.08412642 -0.2398657   0.93084053  1.36671026 -0.20092707 -1.32087494],[ 1.20916852 -1.17664724  1.41580025 -0.45459028 -1.00291924 -0.61214449  1.02551916  0.19311826],[ 0.75593003  1.36651819 -0.36726223 -1.28055239 -0.33590416  1.16926232 -0.62694404 -0.81042819 -0.92833765  0.10064598],[-0.60290523 -0.63571806  0.33632582 -1.12952346  0.69291441  0.6797604   1.38098266 -0.7751431   0.27642819  0.47593635  1.01427449  1.19781112],[ 0.56423572  1.06469741  1.47798603 -0.74120604  0.98427894 -1.48391526 -0.07488498  0.50101738 -0.85891604 -1.51765713  0.16453913  1.46136005 -1.51792764  0.77289473],[-0.58171716 -0.924106   -0.38837969 -1.168973   -0.05485962  0.20669767  1.42029874 -1.14070684  0.62458797  0.32998742  0.03573234 -0.60049805  0.54883054  0.13797057 -0.88297954  1.48642   ],0.8644570891476911,33
graphs/main/nodes_9/depth_3/221.gml,[0.27800291 1.34681085],[-0.27932611  0.72249033 -1.23725826  0.06163969],[-0.84654562 -0.24645545  1.29256701 -1.34902955  1.28007123 -0.16703162],[ 0.42963462 -1.41345877 -1.54495003  0.25544279  0.50833307 -0.41973387 -0.59506021  1.22114228],[ 0.88701018 -1.40471914 -0.64999441 -0.977909   -0.51384763 -1.00848198  0.35160616 -1.00410826 -0.43351707 -1.28831892],[ 0.63480689 -1.47123523  1.41728621 -0.4423586  -0.20670886 -1.54100989 -0.09746275 -0.13833677 -0.09888068  1.39203317  0.23313059 -0.17081207],[-1.4415539   1.16957888  0.92852721  0.1881597   0.45626461 -0.10628427 -0.90561307  0.09254898  1.34744024  0.72400927 -0.74446255 -0.1537294   1.19720424  0.62041917],[ 1.51978321  0.08522256 -0.33663649 -1.1967218   1.1309634   0.24443205  0.3710973  -0.16029272 -0.82391278  1.39463089  0.22194865  0.61425231 -0.70834299  0.73965166  0.29144919  1.53198994],0.8725934012452622,25
graphs/main/nodes_9/depth_3/222.gml,[1.42846633 0.36031625],[-1.29273168  0.94678224 -1.23446682  1.52699717],[ 0.40616118 -1.52740187  0.12884536  1.30092821 -0.40485175 -1.2420299 ],[-0.82045231 -1.28779746  0.89819193  1.22800686  1.54451937  1.47878235 -0.26629435  0.27021313],[-1.39174423 -1.41201777 -0.40175486  1.49176279  1.33321102 -0.72114711 -0.13859231 -1.07032847  1.10988655 -0.72196103],[-1.56730509 -1.13966966  1.2131117   1.33613253  1.08957282 -0.41883548 -1.28645147 -1.19020643 -0.4323391  -0.73159261  0.64051597  1.087069  ],[-0.28243563 -0.5653208   0.65536861 -0.03375293  0.0333702   0.80939208 -0.13982621  1.56054523 -0.0826432  -0.85736284 -0.89580922  0.82694168 -1.21998415  0.21734892],[-0.44219322  0.56961132 -0.66453861  1.43793623  1.53515009  0.35214771 -0.62777874  1.34633378  1.38541431  1.37999008  0.03525144  0.3625022  -0.25389859 -1.51077391 -1.35275718 -0.46751626],0.8068008436309424,25
graphs/main/nodes_9/depth_3/223.gml,[-0.21105791 -1.30136874],[-0.81860259 -0.37935324 -0.06340325 -1.17384907],[-0.07760497 -0.21501894  1.4726983  -0.11931004  1.24179214  0.036113  ],[-1.41452665 -0.51240245 -1.53727349  1.04085442  0.8598562  -0.74185631 -0.26799532  1.18724441],[-0.05184174 -0.40068977 -1.48699279 -0.57380633 -0.09211387  1.37930567 -0.09805128 -0.84809044  1.26359999 -1.06805772],[-1.15539856  0.07674836 -1.12809892 -0.11696836 -0.3009128   0.35660303 -0.32840952  1.17043716  0.77219405  1.24457086 -0.36526481  1.44035801],[-0.55037534 -0.46039564 -0.62239868 -1.22767992 -0.37129655  0.71240752 -1.4911698   0.41471675 -0.88807657  0.36572339  0.54612275 -0.04951966  1.17677315  0.57960494],[ 0.10403213 -0.52844096  0.94386055  0.45794643  0.00646795 -0.10012306 -1.01256969 -1.24287392 -1.32041944  1.16954422  0.06725524 -1.53286919  1.19618229 -0.05703972  1.42008632  1.13797645],0.8106018092524708,35
graphs/main/nodes_9/depth_3/224.gml,[-1.30798327 -1.24157082],[-0.95568436 -0.32362814 -0.52095324 -0.67049364],[-0.80604804 -1.28621823 -1.10330301 -1.17434628  0.89040031 -1.07668318],[-1.54957331 -0.88994017  0.28649672  0.27087087  0.66545661 -0.07102632  0.63036911 -0.91063727],[ 0.37143467  0.99141679  0.49793289  0.56312119  0.11702969 -1.43775908  1.43350704 -1.07213733  0.0322384  -0.88542662],[-0.26960112  0.15013853 -1.16222368  1.20936997 -1.40890307 -0.92525274 -1.1741762  -0.60241495  1.27479259  1.49488396 -1.31673181 -0.54681633],[-1.12974988  0.9708979   1.28739036  0.63326305  1.03220679 -1.37831551  1.22691989  0.92167894 -1.39501356 -1.51404796 -1.15606732  0.80662788  1.21133335 -1.22943156],[ 1.24491571  1.52279332 -1.40892804  0.5915527  -1.17816439  1.5142024  -1.00414299 -1.42588909 -0.04252151  1.12786445 -0.52831109 -1.2954612  -0.00405378  0.79771952 -0.23668924 -0.56468328],0.8264815659172652,37
graphs/main/nodes_9/depth_3/225.gml,[-1.36782199  0.33657731],[ 1.49792388 -1.30399915 -1.37826147  1.09286536],[-1.44090203 -0.57691784  0.93062459 -1.25229101  1.28263246 -0.2677697 ],[ 0.37046312 -1.03740436  1.53897095  0.1627346  -0.36778868 -1.21193351  1.5258017   0.93735423],[ 0.35703787  0.49151835 -0.66970889  0.73290746  1.10866539 -0.59380184  1.15341055  0.52942098  1.30510705 -1.29430648],[-0.79642174 -0.17286258  0.33645938  1.03231193  0.94047894 -0.29283745  1.36565504 -0.71929439 -0.69372585 -0.15791905 -0.59411469 -0.73298667],[ 1.2113933   1.00507197 -0.31569605 -0.76273099  0.61019083 -0.79642792 -1.16147944  0.16072143 -1.38772596  1.48737104  0.52816101  0.49950912  0.33727455  1.51074133],[-0.46927513 -0.05008337 -1.4608106   0.86414478 -0.94436921  0.28297847  1.22775995  0.72076134 -0.97828561 -0.54090181  1.51594663  0.31868964 -0.21477088 -0.98732093  0.48791106  1.34238462],0.7724597901409043,32
graphs/main/nodes_9/depth_3/226.gml,[ 1.30395475 -1.11385675],[ 0.21076937 -0.7944286   0.52263424 -0.66824462],[-0.47200965 -1.11146809  0.64918944  0.09382308 -1.25915944  1.27770618],[-1.04356953 -1.04354076 -0.79178217  1.33807187  1.28033575 -1.33701456  0.88723723  0.77444977],[ 0.95614559  0.88993995 -1.14331804 -0.17692108 -0.23252075  0.26351642  0.37829933 -1.380483    0.02467114 -1.373528  ],[-1.30853068  1.33782941  0.85434611 -0.14882701 -1.25513391  0.56434572 -0.58407406 -1.05236493 -0.15796458  1.41546738  0.84137883 -0.08430205],[ 0.63746041  1.26183226 -1.31438675 -1.02346765 -0.76662884 -0.68184469 -0.30420011 -1.03380573 -0.18302179 -1.185876    0.06916973 -0.86791328  1.05927581 -0.82940024],[-0.06863784  0.0211145  -0.05784098  0.38672211  1.13540412  1.41017649  0.05014555  0.57490123 -0.84743924  0.59626549  0.93223543  1.37081976  0.22463851 -0.80362113 -0.74648502 -0.27384023],0.6771197890364364,28
graphs/main/nodes_9/depth_3/227.gml,[-0.19259579 -1.25128975],[-0.71923802 -1.33276065 -0.04358886 -0.96071922],[-1.39450417  0.32424454 -1.01481688  0.9875975   1.21706404 -1.39714186],[ 1.22794351 -0.13385131 -1.02014376  1.38613556  0.57115858  0.79820289  1.22407034 -0.69152805],[ 1.43253738  0.14076287 -0.98124889 -1.3687452   1.23396481 -0.37492115 -1.53581865  1.34795273  0.80229018  0.25123345],[ 1.36131212 -0.21906935 -0.09289949 -0.14633692  1.10824676  0.47925428  1.33113888  0.23951837  0.57300185 -1.36141606 -0.06352909  0.64680643],[ 1.11380137  1.05727978 -1.5236977  -0.31816513  1.24650239 -1.40232352  0.23387357 -0.27907109 -0.47608104 -0.32146133  0.86084106  1.51414849 -0.31975432  0.18689137],[ 0.95688054 -1.50325886  0.95642363  1.31935194 -0.12926688 -1.00471359  0.96520001  1.00310392 -0.20488212 -1.27977479  0.12921584 -0.412311   -0.21805082  0.5960928   0.31642103 -0.13811735],0.8145057877190787,52
graphs/main/nodes_9/depth_3/228.gml,[ 1.38600155 -1.2151474 ],[-1.04735136  0.55286557  0.10269027 -0.27911304],[-0.7125642   1.53196593 -0.30471398 -1.1299595  -0.54683785 -0.90406458],[ 1.52139376  1.28280991  1.35057885  0.9848921  -0.84572287 -0.11988447 -0.45154633  0.86877483],[ 0.68135023 -1.48285619  0.15079146 -1.4284789   1.45313509  0.68252908  1.37584877  1.418544   -0.30197988 -1.05619091],[ 0.58667959 -0.72365322 -1.25941869 -0.90069896  0.89780646  0.90030078  1.38252772  1.34528282 -0.48305659  0.00170809  0.87291234  0.48440961],[ 1.1728321  -0.49988424  0.09668415 -1.26785078  0.41116825  1.54373945 -0.19558253 -0.96832499  0.07122472  0.75378974 -1.48492748  0.06366919 -0.24097333 -1.21750382],[-0.09174254  1.53901373  1.49921626 -1.01850857 -0.81690331  1.14902135 -1.52976183  1.28770994  1.26329984 -1.18185604  1.35035847 -1.24690626 -0.29436667  0.70899903  0.47000637  1.01162513],0.8173007937560699,33
graphs/main/nodes_9/depth_3/229.gml,[ 0.14283672 -0.22088482],[ 1.05471629  1.31067947  0.86896767 -1.12660626],[ 0.76482037  0.86518315 -0.74342812 -0.14088984 -0.38332297 -0.26868968],[ 1.02449168 -0.00377888 -0.90488117  0.28239056 -0.63292312 -0.33977355 -1.02196931  1.29225863],[ 1.49321459  0.71358997  0.23831363  0.84997128  1.06254807 -0.6627492   0.770392   -1.30747669  1.40174064 -1.45911692],[-0.76772214  0.05573604 -0.02647689  0.55272924 -1.15428265 -0.39448318 -1.16313699  1.05358933 -1.13938805 -1.17434442  0.38716364 -0.64044992],[ 0.75675508  0.77955394 -0.48978411  1.25217917  0.84552387  0.90314723 -1.32984792 -0.26858085 -1.33169728 -0.84499891  0.80119706  1.08952055 -0.58197401 -0.88167589],[-1.37407449 -1.40391808 -0.03866964 -0.05112162  0.35460941  0.87727204 -1.46851348 -0.16648849 -1.12798502  0.19661563  0.07296521  0.53174874 -1.3208939  -0.25044889 -1.31741341  0.83176389],0.8428638589584428,30
graphs/main/nodes_9/depth_3/230.gml,[1.28577244 0.44517506],[ 0.5794518  -0.52621895 -1.3393535   0.38469395],[ 0.99701597  0.88670129  0.3488779   0.51671979  0.78868091 -0.64587918],[-0.46797943  1.51289316 -1.43344178 -1.22868062  1.52165085  0.6515979  -0.73693077 -0.8630387 ],[-1.30579251 -0.3745824  -0.85136947  1.35907267 -0.23004531 -1.1205148  -0.37658084  0.27632579  0.06160029 -0.89399665],[-0.96465014 -0.2006331  -1.13777632 -1.08985279  0.52769155 -1.19301257  0.19046561 -0.41972834  1.46695474  0.31477134 -0.37248193 -0.79938699],[ 0.8112037  -0.40402778  1.23238494  0.3707112   0.94863319  1.16300858  0.83564827  0.83102499  0.93167532  1.10425399 -1.35403606 -0.20881707  1.23493454  0.1917224 ],[ 0.70534801  1.33714997  0.9749289   0.87286112  0.75314193 -0.24152551  0.63912356 -0.36338111 -0.81128778 -0.24592227  0.60836215 -0.45807833  0.92168616 -0.50120751  0.79620031 -1.2544956 ],0.7664598156369513,32
graphs/main/nodes_9/depth_3/231.gml,[ 0.26964854 -0.29853373],[ 0.54355827 -1.05395226  0.19310346 -0.94349141],[ 0.3358863   1.51621782 -0.38493627  0.86576669  0.67486232 -0.18904274],[-1.12737912 -0.74172193 -0.90589723 -1.15964852 -1.41444468 -0.04897681  0.78082706  1.40460311],[ 1.1814225  -1.42526203 -0.08659081  0.00484196  1.19683134 -0.83290304  0.25221397  0.92616246 -0.75844222  1.45877637],[-1.42765422  1.1500565  -0.51047961  0.26766414 -0.43702753 -1.00284912 -0.15157475 -0.95828485  1.06050408  0.11662958 -0.71811396 -0.08528015],[-0.00270741  1.55658429 -1.11920247 -1.5561714   0.77505768  0.41528102  0.32866978  1.48462219 -1.13269055  0.63219393  0.00331369  1.00315797  1.35511497 -0.52637044],[-0.49699992  0.08833004  1.43486561 -0.14790323 -1.16849271  0.59280128  1.53452719 -0.02466306 -0.30539629 -1.10302669 -1.34824165  1.40205723 -1.51036684 -0.59154008  0.97991859  0.77179464],0.7900503331664287,31
graphs/main/nodes_9/depth_3/232.gml,[0.21251717 1.26204849],[ 0.96827737 -1.17151231  1.17548567 -1.02109248],[-1.12261573  0.86216528  1.13941833 -1.09513467  0.20494456  0.91186238],[ 1.09721446  0.05865377 -0.63038051  0.373302    0.11818632 -0.72457481  0.31512087  1.07497583],[ 0.76148217  0.83031691 -0.25408375 -1.18842076 -0.8730204  -0.75363775  0.11210085  1.50824073 -1.56736404 -0.20192743],[ 0.6161477   1.32656295 -0.2654603  -1.52130557 -0.47894897 -0.27898006  1.38957912 -0.9677157  -1.56836001 -0.8516299   0.87348922 -0.71478718],[-0.11929563  0.55965848 -1.1687485   1.3479159   1.30341922 -1.35689035  0.24578766  0.37118289  0.19586459  1.33230832  0.13707131 -1.22474317  1.55129054 -1.32974495],[ 0.38613902  1.14278223  0.03560124 -1.28967091 -0.9136935   0.25373601 -0.8704827  -0.06749703 -1.32491676 -0.81528523  0.58270461  0.0818957   1.56740141 -1.03057025  1.32509888 -0.42696166],0.8267510272525889,56
